;Numer.......................................wpisu;Imiê.i.nazwisko.lub.nazwa.inwestora;Data.wpisu;Adres;Rodzaj;opis;typ;Data.wniosku;Nr...............wniosku;Nr...............decyzji;Data.decyzji;Rok.wniosku;Miesi¹c.wniosku;data;Czas.rozpatrzenia;lon;lat
19;19;;;Œniegockiego Micha³a 5 ;bud.mieszkalne jednorodzinne;remont wraz z rozbud.i nadbud           .budynku mieszkal.jednorodz.;rozbudowa;2008-12-15;46613/08;09-gru;2009-01-06;2008;12;2008-12-01;17;16,9667221;51,082876
20;20;;;Kobierzycka 20 ;bud.biurowe;budynek biurowo-socjalny;nowe;2008-11-07;42393/08;13-wrz;2009-01-06;2008;11;2008-11-01;43;16,9875552;51,0576921
21;21;;;Jaworowa Aleja 27A ;bud.mieszkalne jednorodzinne;wew.instalacja gazu;inst.wewnêtrzna;2008-12-12;46268/08;14-wrz;2009-01-06;2008;12;2008-12-01;18;17,01858;51,081944
22;22;;;Wiosenna 16B 2;bud.mieszkalne jednorodzinne;wew.instalacja gazu;inst.wewnêtrzna;2008-11-05;41878/08;15-wrz;2009-01-06;2008;11;2008-11-01;45;17,0031119;51,072727
23;23;;;Niemcewicza Juliana Ursyna 34 ;bud.o trzech i wiêcej mieszkaniach;remont i przebudowa elewacji w budynku wielorodzinnym,;przebudowa;2008-11-13;42748/08;16-wrz;2009-01-06;2008;11;2008-11-01;39;17,0387316;51,1226646
24;24;;;Obroñców Poczty Gdañskiej 13 ;bud.o trzech i wiêcej mieszkaniach;przebudowa pomieszczen lokalu us³ugowego;przebudowa;2008-12-17;46969/08;17-wrz;2009-01-06;2008;12;2008-12-01;15;17,0132478;51,0572144
25;25;;;Paderewskiego Ignacego Jana Aleja 35 ;budowle sportowe i rekreacyjne pozosta³e;remont i przebudowa toru ¿u¿lowego;przebudowa;2008-12-19;47269/08;18-wrz;2009-01-06;2008;12;2008-12-01;13;17,0906506;51,1179435
26;26;;;Barlickiego Norberta 39;bud.o trzech i wiêcej mieszkaniach;umarzam jako bezprzedmiotowe;inst.wewnêtrzna;2008-11-26;44370/08;09-maj;2009-01-07;2008;11;2008-11-01;31;17,0514267;51,1239511
27;27;;;Krynicka 80 ;bud.o trzech i wiêcej mieszkaniach;sklep spo¿ywczy;przebudowa;2008-10-27;40761/08;09-cze;2009-01-07;2008;10;2008-10-01;53;17,047812;51,078941
28;28;;;Staszica Stanis³awa Plac 15;bud.o trzech i wiêcej mieszkaniach;umarzam jako bezprzedmiotowe-wew.instalacja gazowe;inst.wewnêtrzna;2008-11-14;42987/08;09-cze;2009-01-07;2008;11;2008-11-01;39;17,0332236;51,1237605
29;29;;;Maleczyñskich Ewy I Karola 95 ;bud.o dwóch mieszkaniach;budowa budynku mieszkal.                             jednorodz.z dwoma lokalalmi;nowe;2008-11-03;41569/08;19-wrz;2009-01-07;2008;11;2008-11-01;48;16,9772961;51,0723005
30;30;;;Pracy Aleja 40;bud.o trzech i wiêcej mieszkaniach;wewn inst gazu w lokalu mieszkalnym;inst.wewnêtrzna;2008-12-19;47186/08;20-wrz;2009-01-07;2008;12;2008-12-01;14;16,986489;51,091867
31;31;;;Obornicka ;;ustawienie nosnika reklamowego;reklama;2008-11-05;41886/08;21-wrz;2009-01-07;2008;11;2008-11-01;46;17,0216138;51,1467355
32;32;;;Obornicka ;;ustawienia wolnostoj¹cego noœnika reklamowego;reklama;2008-11-05;41885/08;22-wrz;2009-01-07;2008;11;2008-11-01;46;17,0216138;51,1467355
33;33;;;¯migrodzka ;;reklama;reklama;2008-11-05;41884/08;23-wrz;2009-01-07;2008;11;2008-11-01;46;17,0293906;51,1507001
34;34;;;Paw³owice;bud.mieszkalne jednorodzinne;bud mieszkalny jednorodz w zabud wolnostoj¹cej z gara¿em wbudow;nowe;2008-11-06;42193/08;24-wrz;2009-01-07;2008;11;2008-11-01;45;17,0998527;51,1690535
35;35;;;O³awska 4;bud.o trzech i wiêcej mieszkaniach;umarzam jako  bezprzedmiotowe-przebudowa lokalu mieszkalnego;przebudowa;2008-10-28;41028/08;09-lip;2009-01-08;2008;10;2008-10-01;53;17,0344929;51,108813
36;36;;;Pi³sudskiego Józefa Mar. 97 ;bud.o trzech i wiêcej mieszkaniach;przebudowa i remont budynku mieszklno-us³ugowego;przebudowa;2008-10-27;40786/08;25-wrz;2009-01-08;2008;10;2008-10-01;54;17,0385376;51,1078852
37;37;;;Sêpa - Szarzyñskiego Miko³aja 69 ;bud.o trzech i wiêcej mieszkaniach;przebud i remont bud mieszk wielorodzinnego;przebudowa;2008-12-12;46272/08;26-wrz;2009-01-08;2008;12;2008-12-01;20;17,0526592;51,1180478
38;38;;;Boles³awa Chrobrego 4;bud.o trzech i wiêcej mieszkaniach;wew.instalacja  gazu;inst.wewnêtrzna;2008-11-27;44437/08;27-wrz;2009-01-08;2008;11;2008-11-01;31;17,0348804;51,1208011
39;39;;;Barycka 11 ;bud.o trzech i wiêcej mieszkaniach;przebudowa balkonów w elewacji budynku;przebudowa;2008-12-08;45601/08;28-wrz;2009-01-08;2008;12;2008-12-01;24;17,047187;51,1206109
40;40;;;Leonarda Da Vinci 17;bud.o trzech i wiêcej mieszkaniach;wewn inst gazu orraz inst co w lokalu mieszk;inst.wewnêtrzna;2008-12-13;46487/08;29-wrz;2009-01-08;2008;12;2008-12-01;19;17,0774971;51,0680385
41;41;;;W³adys³awa £okietka 15;bud.o trzech i wiêcej mieszkaniach;przebud wewn inst gazu w lokalu mieszk w bud wielorodzinnym;inst.wewnêtrzna;2008-12-04;45378/08;30-wrz;2009-01-08;2008;12;2008-12-01;26;17,0358959;51,1188949
42;42;;;Zwyciêska 3 ;bud.hoteli;bud budynku hotelowego wraz z infrastruktur¹;nowe;2008-11-14;42909/08;wrz-31;2009-01-08;2008;11;2008-11-01;40;16,9991097;51,0608637
43;43;;;Katowicka 52-64 ;bud.o trzech i wiêcej mieszkaniach;przy³¹cze kanalizacji deszczowej do budynku;przy³¹cze;2008-11-18;43324/08;wrz-32;2009-01-08;2008;11;2008-11-01;38;17,0851389;51,072772
44;44;;;Trzmielowicka 60 ;linie telekomunikacyjne ;stacja bazowa;nowe;2008-11-06;42224/08;wrz-33;2009-01-08;2008;11;2008-11-01;46;16,8529873;51,1413237
45;45;;;D³ugosza Jana 60 ;bud.przemys³owe;umorzenie post.;nowe;2008-11-05;42048/08;09-sie;2009-01-09;2008;11;2008-11-01;48;17,0647894;51,1349343
46;46;;;£aciarska 4 ;bud.hoteli;rozbud i przebud  nadbud  budynku bud tunelu podziemnego ;rozbudowa;2008-11-18;43307/08;09-sie;2009-01-09;2008;11;2008-11-01;39;17,035173;51,108238
47;47;;;Zieliñskiego Tadeusza 59A,C ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkal;rozbudowa;2008-10-29;41114/08;09-wrz;2009-01-09;2008;10;2008-10-01;53;17,018919;51,0981759
48;48;;;O³awska 25 ;bud.handlowo-uslugowe;przebudowa lokalu handlowo-us³ugow.;przebudowa;2008-11-04;41855/08;wrz-34;2009-01-09;2008;11;2008-11-01;49;17,036203;51,108142
49;49;;;M³odych Techników 58 ;bud.szkó³ i instytucji badawczych;przebudowa lokalu mieszkal.na potrzeby osrodka;przebudowa;2008-11-12;42500/08;wrz-35;2009-01-09;2008;11;2008-11-01;43;17,0130514;51,1187977
50;50;;;Norwida Cypriana Kamila 18 ;bud.o trzech i wiêcej mieszkaniach;remont klatki schodowej kamienicy mieszkal.;remont;2008-12-01;44807/08;wrz-36;2009-01-09;2008;12;2008-12-01;30;17,0616756;51,1093278
51;51;;;£ubinowa 44 ;bud.mieszkalne jednorodzinne;budowa przy³.gazowego i instal.gazowej dla budynku mieszk;przy³.+ins.wew;2008-12-11;46072/08;wrz-37;2009-01-09;2008;12;2008-12-01;22;17,0167319;51,06125
52;52;;;Legnicka ;linie elektroener.i telekom.rozdzielcz.;budowa sieci telekom.;nowe;2008-12-03;45066/08;wrz-38;2009-01-09;2008;12;2008-12-01;28;16,9983948;51,1186225
53;53;;;Kopañskiego Stanis³awa Gen. 5A ;bud.mieszkalne jednorodzinne;wewn inst gazu w bud mieszkalnym;inst.wewnêtrzna;2008-11-25;44107/08;wrz-39;2009-01-09;2008;11;2008-11-01;34;17,1192806;51,1535735
54;54;;;Piwnika-Ponurego Jana Mjr 83;bud.o trzech i wiêcej mieszkaniach;wewn inst gaz w lokalu mieszkalnym;inst.wewnêtrzna;2008-12-16;46635/08;wrz-40;2009-01-09;2008;12;2008-12-01;19;17,0385376;51,1078852
55;55;;;Sêpa - Szarzyñskiego Miko³aja 68 ;bud.o trzech i wiêcej mieszkaniach;przebud i remont budynku meszkalnego wielorodzinnego;przebudowa;2008-12-04;45341/08;wrz-41;2009-01-09;2008;12;2008-12-01;27;17,0522132;51,1179026
56;56;;;S¹dowa 10 ;bud.o trzech i wiêcej mieszkaniach;przebud przeszklenia klatki schodowej w bud mieszk wielorodz;przebudowa;2008-12-05;45544/08;wrz-42;2009-01-09;2008;12;2008-12-01;26;17,0231694;51,1055686
57;57;;;RzeŸbiarska ;bud.mieszkalne jednorodzinne;osiedle domów jednorodz w zabud szeregowej wraz z zagospodarow;nowe;2008-11-05;42023/08;wrz-43;2009-01-12;2008;11;2008-11-01;49;17,0828718;51,0997151
58;58;;;Kazimierza Jagielloñczyka 9A;bud.o trzech i wiêcej mieszkaniach;przebudowa mieszkania;przebudowa;2008-12-18;47144/08;wrz-44;2009-01-12;2008;12;2008-12-01;18;17,0338605;51,1211829
59;59;;;Dró¿nicza ;linie elektroener.i telekom.rozdzielcz.;przy³ energetyczne do przepompowni wód drena¿owych;nowe;2008-11-26;44327/08;wrz-45;2009-01-12;2008;11;2008-11-01;34;17,0615234;51,0591232
60;60;;;Jana Paw³a II Plac 2 ;bud.szkó³ i instytucji badawczych;przebudowa instalacji elektrycznej;przebudowa;2008-11-17;43018/08;wrz-46;2009-01-12;2008;11;2008-11-01;41;17,0213048;51,1111519
61;61;;;Turniejowa 12 ;bud.o trzech i wiêcej mieszkaniach;przebud fragmentu pom piwnicznych i zm funkcji na gara¿e ;przebudowa;2008-12-11;46085/08;wrz-47;2009-01-12;2008;12;2008-12-01;23;17,008271;51,06982
62;62;;;Jana Paw³a II Plac 2 ;bud.szkó³ i instytucji badawczych;przebudowa instalacji elektrycznej;przebudowa;2008-11-17;43019/08;wrz-48;2009-01-12;2008;11;2008-11-01;41;17,0213048;51,1111519
63;63;;;Piastowska 40;bud.o trzech i wiêcej mieszkaniach;przebud wewn inst gazu w lokalu mieszk bud  wielorodzinnego;inst.wewnêtrzna;2008-11-12;42423/08;wrz-49;2009-01-12;2008;11;2008-11-01;44;17,060092;51,1156079
64;64;;;Bierutowska ;ruroci¹gi gazu sieci rozdzielczej;budowa gazoci¹gu;nowe;2008-11-17;43028/08;wrz-50;2009-01-12;2008;11;2008-11-01;41;17,1367024;51,1540364
65;65;;;Libelta Karola 12 ;bud.mieszkalne jednorodzinne;wew.instalacja gazu;inst.wewnêtrzna;2009-01-02;19-wrz;wrz-51;2009-01-12;2009;1;2009-01-01;7;17,1070923;51,1104124
66;66;;;Sêpa - Szarzyñskiego Miko³aja 73 ;bud.o trzech i wiêcej mieszkaniach;remont i przebud bud mieszkalnego wielorodzinnego;przebudowa;2008-12-04;45343/08;wrz-52;2009-01-12;2008;12;2008-12-01;28;17,0526207;51,1183296
67;67;;;Mielecka 20;bud.o trzech i wiêcej mieszkaniach;wew.instalacja gazu;inst.wewnêtrzna;2008-11-25;44129/08;wrz-53;2009-01-12;2008;11;2008-11-01;35;17,0026249;51,091344
68;68;;;Wa³brzyska 10;bud.o trzech i wiêcej mieszkaniach;przebudowa lokali mieszkalnych;zmiana spos.u¿ytk.;2008-12-04;45303/08;wrz-54;2009-01-12;2008;12;2008-12-01;28;16,98246;51,063536
69;69;;;Wystawowa 1 ;obiekty kulturalne ogólnodostêpne;;przebudowa;2008-12-29;47787/08;wrz-55;2009-01-12;2008;12;2008-12-01;11;17,0741029;51,1074933
70;70;;;Sêpa - Szarzyñskiego Miko³aja 59 ;bud.o trzech i wiêcej mieszkaniach;remont i przebud bud mieszk wielorodzinnego;przebudowa;2008-12-09;45863/08;wrz-56;2009-01-12;2008;12;2008-12-01;25;17,0530151;51,1171652
71;71;;;Ustronie 5 ;bud.o trzech i wiêcej mieszkaniach;przebud i remont balkonów elewacji budynku;przebudowa;2008-12-04;45393/08;wrz-57;2009-01-12;2008;12;2008-12-01;28;17,049058;51,127381
72;72;;;Tyska 12 ;linie elektroenergetyczne ;monta¿ anten na istn wie¿y stacji bazowej telefonii komórkowej;nowe;2008-10-23;40306/08;09-paŸ;2009-01-13;2008;10;2008-10-01;59;17,097708;51,068314
73;73;;;Cha³upnicza 7 ;bud.mieszkalne jednorodzinne;bud wewn inst gazu od szafki gazowej  w linii ogrodzenia ;inst.wewnêtrzna;2008-11-20;43542/08;09-gru;2009-01-13;2008;11;2008-11-01;39;17,129185;51,113558
74;74;;;Pretficza Bernarda 53 ;bud.o trzech i wiêcej mieszkaniach;przebudowa œcian os³onowych klatek schodowych budynku ;przebudowa;2008-12-18;47114/08;wrz-58;2009-01-13;2008;12;2008-12-01;19;17,0046284;51,0926592
75;75;;;Zatorska 45A;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego na gabinety lekarskie;przebudowa;2008-11-28;44663/08;wrz-59;2009-01-13;2008;11;2008-11-01;33;17,137542;51,159425
76;76;;;Nowowiejska 60 ;bud.o trzech i wiêcej mieszkaniach;przebudowa strychu na lokale mieszkalne w bud mieszk wielorodz;przebudowa;2008-11-07;42244/08;wrz-60;2009-01-13;2008;11;2008-11-01;48;17,052846;51,1221819
77;77;;;Pretficza Bernarda 49 ;bud.o trzech i wiêcej mieszkaniach;przebud œcian os³onowych klatek schodowych bud mieszk wielorodz;przebudowa;2008-12-18;47115/08;wrz-61;2009-01-13;2008;12;2008-12-01;19;17,0058304;51,0926819
78;78;;;Bia³oszewskiego Mirona ;bud.mieszkalne jednorodzinne;bud mieszkalny jednorodzinny wolno stoj¹cy;nowe;2008-11-21;43636/08;wrz-62;2009-01-13;2008;11;2008-11-01;38;17,0330948;51,0509619
79;79;;;Wilkszyñska ;bud.mieszkalne jednorodzinne;umarzam postêpowanie administracyjne-dom jednorodz;nowe;2008-12-31;48151/08;09-lis;2009-01-14;2008;12;2008-12-01;11;16,8830462;51,1749656
80;80;;;Gliniana 89;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego;przebudowa;2009-01-05;134/09;wrz-63;2009-01-14;2009;1;2009-01-01;8;17,042107;51,0902806
81;81;;;Piaskowa 15 ;bud.o trzech i wiêcej mieszkaniach;przy³¹cze kablowe dla zasilania budynku;przy³¹cze;2008-12-09;45867/08;wrz-64;2009-01-14;2008;12;2008-12-01;27;17,039728;51,1123709
82;82;;;Stargardzka -Droga Fabryczna 2A ;bud.przemys³owe;prasy hydrauliczne; ÿÿ;2008-12-23;47612/08;wrz-65;2009-01-14;2008;12;2008-12-01;17;16,954935;51,131989
83;83;;;Tkacka 21 ;bud.szpitali i zak³.opieki medycznej;przebud i rozbud gara¿u z przeznaczeniem na praktykê stom;przebudowa;2008-12-18;46978/08;wrz-66;2009-01-14;2008;12;2008-12-01;20;16,9589439;51,1356537
84;84;;;Modra 30;bud.o trzech i wiêcej mieszkaniach;przebud lokalu mieszkalnego w bud wielorodzinnym;przebudowa;2008-12-05;45415/08;wrz-67;2009-01-14;2008;12;2008-12-01;29;16,96902;51,13643
85;85;;;Muzealny Plac 15;bud.o trzech i wiêcej mieszkaniach;przebud wewn inst gazu w lokalu mieszkalnym bud wielorodzinnego;inst.wewnêtrzna;2008-11-14;42812/08;wrz-68;2009-01-14;2008;11;2008-11-01;44;17,0266617;51,103928
86;86;;;Jana Paw³a II Plac 2 ;bud.szkó³ i instytucji badawczych;"przebud inst elektr w œrodkowym skrzydle bud ""a'akademii muzycznej";przebudowa;2008-11-17;43020/08;wrz-69;2009-01-14;2008;11;2008-11-01;43;17,0213048;51,1111519
87;87;;;Górnickiego £ukasza 8;bud.o trzech i wiêcej mieszkaniach;przebud lokali mieszk w poziomie 3 i 4 piêtra i wydz pom higieniczno-san;przebudowa;2008-12-16;46687/08;wrz-70;2009-01-14;2008;12;2008-12-01;22;17,0549714;51,1158391
88;88;;;Kazimierza Jagielloñczyka 37;bud.o trzech i wiêcej mieszkaniach;przebud lokalu mieszk wraz z wewn inst gazow¹;przebudowa;2008-11-20;43588/08;wrz-71;2009-01-14;2008;11;2008-11-01;40;17,0384116;51,121605
89;89;;;Pretficza Bernarda 51 ;bud.o trzech i wiêcej mieszkaniach;przebud œcian os³onowych klatek schodowych bud mieszk wielorodz;przebudowa;2008-12-18;47116/08;wrz-72;2009-01-14;2008;12;2008-12-01;20;17,0052139;51,0926847
90;90;;;Odolanowska ;linie elektroener.i telekom.rozdzielcz.;oœwietlenia ulicy;nowe;2008-12-10;45965/08;wrz-73;2009-01-14;2008;12;2008-12-01;26;17,1406031;51,1636189
91;91;;;Jasielska 2 A ;bud.mieszkalne jednorodzinne;rozbud budynku mieszkalnego jednorodz w zbud bli¿niaczej;rozbudowa;2008-12-22;47431/08;wrz-74;2009-01-14;2008;12;2008-12-01;18;16,8951605;51,1339456
92;92;;;Koœciuszki Tadeusza 169;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego;przebudowa;2008-12-11;46078/08;wrz-75;2009-01-14;2008;12;2008-12-01;25;17,0531048;51,0981665
93;93;;;Szczeciñska 17 ;zbiorniki,silosy i bud.magazynowe;bud hali magazynowej z cz biurowo-socjaln¹;nowe;2008-12-11;46233/08;wrz-76;2009-01-14;2008;12;2008-12-01;25;16,9386734;51,1365033
94;94;;;Kamieñskiego Henryka Micha³a 57-63A ;bud.o trzech i wiêcej mieszkaniach;przebudowa piwnic w budynku wielorodzinnym;przebudowa;2008-12-09;45775/08;wrz-77;2009-01-14;2008;12;2008-12-01;27;17,042278;51,146037
95;95;;;Kasprowicza Jana Aleja 26-28 ;bud.kultu religijnego i czynnoœci religijnych;zagospodarowanie dziedziñca-pochylnia dla niepe³osprawnych;przebudowa;2008-12-16;46673/08;wrz-78;2009-01-14;2008;12;2008-12-01;22;17,0415347;51,1368455
96;96;;;Obornicka 16-18 ;bud.o trzech i wiêcej mieszkaniach;przebudowa gabinetów lekarskich;przebudowa;2008-11-26;44359/08;wrz-79;2009-01-14;2008;11;2008-11-01;36;17,0343331;51,135
97;97;;;Rêdziñska ;bud.mieszkalne jednorodzinne;umarzam postêpowanie;nowe;2008-11-13;42798/08;13-wrz;2009-01-15;2008;11;2008-11-01;46;16,9474731;51,1528903
98;98;;;Gajowa 43 ;bud.o dwóch mieszkaniach;remont balkonów docieplenie budynku i kolorystyka budynku ;remont;2009-01-07;409/09;wrz-80;2009-01-15;2009;1;2009-01-01;7;17,0400944;51,0900535
99;99;;;S¹dowa 9A ;bud.o trzech i wiêcej mieszkaniach;przebudowa  i  remont budynku mieszkalno-us³ugowego;remont;2008-11-21;43735/08;wrz-81;2009-01-15;2008;11;2008-11-01;40;17,0227434;51,1044727
100;100;;;Przestrzenna 26;bud.o trzech i wiêcej mieszkaniach;przebudowa poddasza  w budynku wielorodzinnym na cele u¿ytkowe;przebudowa;2008-12-05;45505/08;wrz-82;2009-01-15;2008;12;2008-12-01;30;17,038389;51,0893147
101;101;;;Hallera Józefa Gen. Aleja 12-146 ;ulice i drogi pozosta³e;przebudowa siegacza;przebudowa;2008-12-16;46647/08;wrz-83;2009-01-15;2008;12;2008-12-01;23;17,0096609;51,0866607
102;102;;;Mianowskiego Józefa 2 ;linie elektroener.i telekom.rozdzielcz.;linie kablowe sn;nowe;2008-12-10;45982/08;wrz-84;2009-01-15;2008;12;2008-12-01;27;17,0718189;51,1237188
103;103;;;Robotnicza 96 ;bud.biurowe;biurowiec;nowe;2008-11-18;43325/08;wrz-85;2009-01-15;2008;11;2008-11-01;43;16,9953581;51,1126145
104;104;;;Kamieñskiego Henryka Micha³a 57;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego na lokal u¿ytkowy;przebudowa;2008-12-09;45777/08;wrz-86;2009-01-15;2008;12;2008-12-01;28;17,042278;51,146037
105;105;;;Gajowicka 157 20;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego w budynku wielorodzinnym;przebudowa;2008-12-31;48148/08;wrz-87;2009-01-15;2008;12;2008-12-01;12;17,0062399;51,0890379
106;106;;;Opolska 12 ;;reklama;reklama;2008-11-12;42540/08;wrz-88;2009-01-15;2008;11;2008-11-01;47;17,0803258;51,080739
107;107;;;Fabryczna 20 ;ruroci¹gi gazu sieci rozdzielczej;instalacja gazowa;nowe;2008-12-19;47234/08;wrz-89;2009-01-15;2008;12;2008-12-01;20;16,9807219;51,1121658
108;108;;;Józefa Œw. ;linie elektroener.i telekom.rozdzielcz.;posadowienie tymczasowej stacji transform przebud sieci elektroen;przebudowa;2008-11-26;44251/08;wrz-90;2009-01-15;2008;11;2008-11-01;37;17,0482379;51,1132552
109;109;;;Brylantowa ;linie elektroener.i telekom.rozdzielcz.;linia kablowa nn od stacji do projektowanych z³¹cz kablowych;nowe;2008-12-10;46017/08;wrz-91;2009-01-15;2008;12;2008-12-01;27;17,0278694;51,0490594
110;110;;;Nowodworska 64 ;bud.kultu religijnego i czynnoœci religijnych;inst gazowa z rozbud kot³owni dla budynku;inst.wewnêtrzna;2008-12-31;48177/08;wrz-92;2009-01-15;2008;12;2008-12-01;12;16,9573574;51,1149263
111;111;;;Cybulskiego Wojciecha 38 ;bud.szkó³ i instytucji badawczych;inst wentylacji mechanicznej dla sal dydaktycznych nr 119 220 320 422;inst.wewnêtrzna;2008-11-28;44712/08;wrz-93;2009-01-15;2008;11;2008-11-01;35;17,0285549;51,1166094
112;112;;;Obroñców Poczty Gdañskiej 58-66 ;ruroci¹gi gazu sieci rozdzielczej;gazoci¹g œr ciœnienia z przy³ gazu dla bud mieszkalnego;nowe;2008-12-05;45429/08;wrz-94;2009-01-15;2008;12;2008-12-01;30;17,0119529;51,0538899
113;113;;;S³owicza 14 ;bud.o trzech i wiêcej mieszkaniach;przebud na cele mieszkalne poddasza w bud mieszk wielorodz;przebudowa;2008-10-29;41101/08;wrz-95;2009-01-15;2008;10;2008-10-01;57;17,008665;51,088015
114;114;;;M³odnickiego Artura 20 ;bud.o trzech i wiêcej mieszkaniach;przebud pom gospodarczego na lokal mieszkalny;przebudowa;2008-11-27;44514/08;wrz-96;2009-01-15;2008;11;2008-11-01;36;17,0611007;51,1258775
115;115;;;Wileñska ;ulice i drogi pozosta³e;przebudowa ulic wileñskiej topolowej i pionierów;przebudowa;2008-10-23;40292/08;09-sty;2009-01-16;2008;10;2008-10-01;62;17,0804635;51,0658765
116;116;;;Wojtkiewicza Witolda ;ruroci¹gi wodoci¹g.sieci ;sieæ wodoci¹gowa;nowe;2009-01-06;180/09;wrz-97;2009-01-16;2009;1;2009-01-01;9;17,1118002;51,0997567
117;117;;;Strzegomska 6 ;bud.biurowe;klimatyzacja;inst.wewnêtrzna;2008-12-19;47283/08;wrz-98;2009-01-16;2008;12;2008-12-01;21;17,0039718;51,1122527
118;118;;;Zelwerowicza Aleksandra 20 ;bud.o trzech i wiêcej mieszkaniach;przebud pom iv piêtra i v piêtra cz biurowej w bud mieszk-biurowym;przebudowa;2008-12-16;46669/08;wrz-99;2009-01-16;2008;12;2008-12-01;24;17,0196698;51,1106626
