;Numer.......................................wpisu;Imiê.i.nazwisko.lub.nazwa.inwestora;Data.wpisu;Adres;Rodzaj;opis;typ;Data.wniosku;Nr...............wniosku;Nr...............decyzji;Data.decyzji;Rok.wniosku;Miesi¹c.wniosku;data;Czas.rozpatrzenia;lon;lat
15830;2386;;;Kazimierza Jagielloñczyka 29;bud.o trzech i wiêcej mieszkaniach;montaz wewnetrznej instalacji gazowej i centralnego ogrzewania w lok.mieszkal.;inst.wewnêtrzna;2013-08-21;26602/13;4755/13;2013-09-26;2013;8;2013-08-01;27;17,037181;51,121508
15831;2387;;;Smoluchowskiego Mariana 22;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazu;inst.wewnêtrzna;2013-09-16;29493/13;4757/13;2013-09-26;2013;9;2013-09-01;9;17,0622827;51,1090551
15832;2388;;;Pó³nocna  15-19 ;zbiorniki,silosy i bud.magazynowe;zagospodarowanie terenu wraz z drogami wewn.,urz¹dzenia budowlanymi-miejsca postojowymi,przy³.energtycznym,wodoc.,oœwietleniem terenu,przebud. zewn kanaliz.desz;przebudowa;2013-07-02;20719/13;4758/13;2013-09-26;2013;7;2013-07-01;63;16,9354283;51,160812
15833;2389;;;Go³nowska  6 ;bud.mieszkalne jednorodzinne;przebudowa strychu na mieszkanie;przebudowa;2013-09-06;28518/13;4760/13;2013-09-26;2013;9;2013-09-01;15;16,9536898;51,1248829
15834;2390;;;Pilczycka  77-95 ;bud.o trzech i wiêcej mieszkaniach;docieplenie œcian budynku wielorodzinnego;remont;2013-09-09;28608/13;4761/13;2013-09-26;2013;9;2013-09-01;14;16,963691;51,1388789
15835;2391;;;Miñska  6 ;bud.mieszkalne jednorodzinne;rozbudowa budynku o gara¿;rozbudowa;2013-07-26;23778/13;4762/13;2013-09-26;2013;7;2013-07-01;45;16,940939;51,0997459
15836;2392;;;Bierutowska  65-67 ;ulice i drogi pozosta³e;budowa drogi wewnêtrznej na terenie hs wroc³aw sp.z.o.o;remont;2013-08-12;25717/13;4764/13;2013-09-26;2013;8;2013-08-01;34;17,1336722;51,151813
15837;2393;;;Bieg³a  ;ruroci¹gi wodoci¹g.sieci rozdzielczej;przebudowa sieci wodoci¹gowej;nowe;2013-07-29;23931/13;4769/13;2013-09-27;2013;7;2013-07-01;45;17,0787272;51,0635399
15838;2394;;;Maja 9;bud.o trzech i wiêcej mieszkaniach;odmowa;zmiana spos.u¿ytk.;2013-04-18;11779/13;4771/13;2013-09-27;2013;4;2013-04-01;117;17,0913865;51,1093046
15839;2395;;;Zamojska  6 ;bud.mieszkalne jednorodzinne;rozbudowa budynku jednorodzinnego;rozbudowa;2013-07-03;20879/13;4772/13;2013-09-27;2013;7;2013-07-01;63;16,9222786;51,1631426
15840;2396;;;Szczêœliwa 12 ;bud.o trzech i wiêcej mieszkaniach;odmowa;remont;2013-08-20;26456/13;4773/13;2013-09-27;2013;8;2013-08-01;29;17,0090739;51,098724
15841;2397;;;Widna  1 ;bud.o trzech i wiêcej mieszkaniach;remont i docieplenie elewacji budynku mieszkalnego;remont;2013-08-30;27681/13;4782/13;2013-09-27;2013;8;2013-08-01;21;17,044521;51,0856769
15842;2398;;;Krêpicka 51-51A ;bud.o trzech i wiêcej mieszkaniach;docieplenie elewacji budynku wielorodzinnego;remont;2013-08-21;26510/13;4785/13;2013-09-27;2013;8;2013-08-01;28;16,8593386;51,1501724
15843;2399;;;Skwierzyñska 23 ;bud.o trzech i wiêcej mieszkaniach;odmowa;remont;2013-08-20;26457/13;4786/13;2013-09-27;2013;8;2013-08-01;29;17,0137259;51,098344
15844;2400;;;Kwiatkowskiego Eugeniusza  ;bud.przemys³owe;budowa budynku produkcyjno-magazynowego;nowe;2013-08-02;24586/13;4787/13;2013-09-30;2013;8;2013-08-01;42;16,9575652;51,0648122
15845;2401;;;Grabiszyñska  105 ;bud.szpitali i zak³.opieki medycznej;przebudowa izby przyjêæ;przebudowa;2013-08-27;27156/13;4789/13;2013-09-30;2013;8;2013-08-01;25;17,005366;51,1014289
15846;2402;;;Pó³nocna  2 ;bud.o trzech i wiêcej mieszkaniach;remont elewacji budynku wielorodzinnego;remont;2013-06-28;20209/13;4794/13;2013-09-30;2013;6;2013-06-01;67;16,933729;51,1579739
15847;2403;;;Kowieñska  9 ;bud.mieszkalne jednorodzinne;przebudowa wewnetrznej instalacji gazu w budynku mieszkalnym;inst.wewnêtrzna;2013-08-20;26380/13;4795/13;2013-09-30;2013;8;2013-08-01;30;17,1321706;51,1401462
15848;2404;;;Borowska  ;linie elektroener.i telekom.rozdzielcz.;budowa linii kablowych œn dla potrzeb budynku biurowo-szkoleniowego;nowe;2013-09-04;28239/13;4799/13;2013-09-30;2013;9;2013-09-01;19;17,0350367;51,0849971
15849;2405;;;Kowalska  143 ;bud.przemys³owe;przebudowa pomieszczenia w budynku produkcyjno-administracyjnym;przebudowa;2013-08-30;27656/13;4800/13;2013-09-30;2013;8;2013-08-01;22;17,1146147;51,1268343
15850;2406;;;Inflancka  ;ruroci¹gi wodoci¹g.sieci rozdzielczej;przebudowasieci ciep³owniczej;przebudowa;2013-08-21;26529/13;4801/13;2013-09-30;2013;8;2013-08-01;29;17,1318981;51,1451394
15851;2407;;;Jêdrzejowska 18 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-09-17;29694/13;4803/13;2013-09-30;2013;9;2013-09-01;10;16,9141241;51,1548878
15852;2408;;;Pasteura Ludwika Wybrze¿e  1 ;bud.szkó³ i instytucji badawczych;umorzenie;przebudowa;2013-09-11;29002/13;4805/13;2013-09-30;2013;9;2013-09-01;14;17,0689155;51,1088394
15853;2409;;;Rynek  6 ;bud.muzeów i bibliotek;umorzenie;przebudowa;2013-09-20;30113/13;4806/13;2013-09-30;2013;9;2013-09-01;7;17,0303997;51,1104579
15854;2410;;;Wiwulskiego Antoniego  12 ;bud.handlowo-uslugowe;rozbudowa i przebudowa budynku biurowo-us³ugowego;przebudowa;2013-08-08;25346/13;4810/13;2013-10-01;2013;8;2013-08-01;39;17,0837157;51,1008831
15855;2411;;;¯migrodzka 145 ;bud.handlowo-uslugowe;budowa stacji paliw wraz z infrastruktur¹ drogow¹;nowe;2013-09-06;28431/13;4812/13;2013-10-01;2013;9;2013-09-01;18;17,0303456;51,1494171
15856;2412;;;Armii Krajowej Aleja  61 ;ruroci¹gi wodoci¹g.sieci rozdzielczej;budowa sieci ciep³owniczej osiedlowej 2-dn 250;nowe;2013-08-20;26381/13;4813/13;2013-10-01;2013;8;2013-08-01;31;17,0652909;51,0843969
15857;2413;;;Trentowskiego Bronis³awa 105 ;bud.mieszkalne jednorodzinne;wewnêtrzna instalacja gazu;inst.wewnêtrzna;2013-08-29;27578/13;4814/13;2013-10-01;2013;8;2013-08-01;24;16,967107;51,0714358
15858;2414;;;Jutrzenki  17;ruroci¹gi wodoci¹g.sieci rozdzielczej;budowa sieci wodociagowej i kanalizacji sanitarnej;nowe;2013-07-22;22992/13;4815/13;2013-10-01;2013;7;2013-07-01;52;16,9806579;51,0682459
15859;2415;;;Karczemna  30 ;bud.mieszkalne jednorodzinne;wewnetrzna instalacja gazu;inst.wewnêtrzna;2013-08-02;24608/13;4816/13;2013-10-01;2013;8;2013-08-01;43;16,914631;51,1759769
15860;2416;;;Borowska 174 ;bud.kultu religijnego i czynnoœci religijnych;przebudowa kot³owni;przebudowa;2013-08-27;27279/13;4817/13;2013-10-01;2013;8;2013-08-01;26;17,0349114;51,0792254
15861;2417;;;PrzyjaŸni  ;ruroci¹gi wodoci¹g.sieci rozdzielczej;budowa kolektora deszczowego;nowe;2013-07-30;24123/13;4818/13;2013-10-01;2013;7;2013-07-01;46;16,9964144;51,0670921
15862;2418;;;Akacjowa Aleja  17 ;ruroci¹gi wodoci¹g.sieci rozdzielczej;budowa odcinka sieci ciep³owniczej;nowe;2013-08-27;27217/13;4819/13;2013-10-01;2013;8;2013-08-01;26;17,161801;51,170097
15863;2419;;;Zielonego Dêbu  13 ;bud.mieszkalne jednorodzinne;montaz wewnetrznej instalacji gazowej i c.o.w lokalu mieszkalnym;inst.wewnêtrzna;2013-08-19;26314/13;4820/13;2013-10-01;2013;8;2013-08-01;32;17,0840524;51,1062482
15864;2420;;;Dêbowa Aleja 7-9A ;bud.o trzech i wiêcej mieszkaniach;remont elewacji oraz docieplenie scian zewnetrznych;remont;2013-07-02;20675/13;4822/13;2013-10-01;2013;7;2013-07-01;66;17,0169421;51,0805499
15865;2421;;;Sienkiewicza Henryka 126;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielororodzinnym;inst.wewnêtrzna;2013-09-03;27936/13;4823/13;2013-10-01;2013;9;2013-09-01;21;17,0629043;51,1157598
15866;2422;;;Jednoœci Narodowej 183;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu us³ugowego;przebudowa;2013-08-22;26735/13;4825/13;2013-10-01;2013;8;2013-08-01;29;17,050171;51,1270049
15867;2423;;;Jagodziñska  38 ;bud.mieszkalne jednorodzinne;monta¿ wewnêtrznej instalacji gazowej w budynku mieszkalnym jednorodzinnym;inst.wewnêtrzna;2013-08-09;25431/13;4826/13;2013-10-01;2013;8;2013-08-01;38;17,0630509;51,058451
15868;2424;;;Miernicza 5;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazu,inst. kanalizacyjnej,inst. wodoci¹gowej i inst. c.o. w lokalu mieszkalnym;inst.wewnêtrzna;2013-08-28;27294/13;4827/13;2013-10-01;2013;8;2013-08-01;25;17,0498419;51,102714
15869;2425;;;Koœciuszki Tadeusza 130 ;ruroci¹gi wodoci¹g.sieci rozdzielczej;budowa sieci wodoci¹gowej i kanalizacji ogólnosp³awnej dla budynków mieszkalnych i mieszkalno-us³ugowych;nowe;2013-08-05;24710/13;4828/13;2013-10-01;2013;8;2013-08-01;42;17,0472084;51,0996743
15870;2426;;;Suchardy Edwarda 5 ;bud.o trzech i wiêcej mieszkaniach;przebudowa strychu na mieszkanie;przebudowa;2013-07-26;23776/13;4830/13;2013-10-01;2013;7;2013-07-01;48;17,0650819;51,1149081
15871;2427;;;Zwyciêska  ;bud.o trzech i wiêcej mieszkaniach;klub fitnes;przebudowa;2013-09-23;30220/13;4831/13;2013-10-01;2013;9;2013-09-01;7;17,0056571;51,0596505
15872;2428;;;Opolska 19B ;zbiorniki,silosy i bud.magazynowe;wewnêtrzna instalacja gazu;inst.wewnêtrzna;2013-08-21;26545/13;4832/13;2013-10-01;2013;8;2013-08-01;30;17,0789781;51,0781631
15873;2429;;;Lipowa Aleja  29;bud.o trzech i wiêcej mieszkaniach;montaz wewnetrznej instalacji gazu w lokalu mieszkalnym;inst.wewnêtrzna;2013-08-20;26405/13;4833/13;2013-10-01;2013;8;2013-08-01;31;17,021438;51,082363
15874;2430;;;Têczowa  79-81 ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych;nowe;2013-08-26;27126/13;4835/13;2013-10-01;2013;8;2013-08-01;27;17,010306;51,1049219
15875;2431;;;Do¿ynkowa  ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego;nowe;2013-07-26;23801/13;4836/13;2013-10-01;2013;7;2013-07-01;48;16,9833334;51,0700216
15876;2432;;;D³ugosza Jana  62 ;bud.o trzech i wiêcej mieszkaniach;przebudowa instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym;inst.wewnêtrzna;2013-08-27;27151/13;4837/13;2013-10-01;2013;8;2013-08-01;26;17,0654728;51,1353573
15877;2433;;;Powstañców Œl¹skich  95 ;bud.o trzech i wiêcej mieszkaniach;przebudowa lokali w budynku sky tower;przebudowa;2013-09-17;29663/13;4838/13;2013-10-01;2013;9;2013-09-01;11;17,0198484;51,0939798
15878;2434;;;Kasprowicza Jana Aleja  95 ;bud.o trzech i wiêcej mieszkaniach;nadbudowa istniejacego budnku mieszkalnego;rozbudowa;2013-08-21;26540/13;4839/13;2013-10-01;2013;8;2013-08-01;30;17,0549794;51,1378285
15879;2435;;;  ;linie elektroener.i telekom.rozdzielcz.;budowa nowego odcinka i rozbiórka istn. odcinka dwutorowej linii napowietrznej 110 kv;przebudowa;2013-07-08;21406/13;4840/13;2013-10-01;2013;7;2013-07-01;62;17,0385376;51,1078852
15880;2436;;;Uniwersytecka  22/26 ;bud.szkó³ i instytucji badawczych;"przebudowa kanalizacji sanitarnej w pomieszczeniach piwnicznych budynku ""a"" oraz budynku ""c"" wydz. prawa ,administracji i ekonomii uw";przebudowa;2013-08-12;25722/13;4841/13;2013-10-01;2013;8;2013-08-01;37;17,033504;51,1131249
15881;2437;;;KuŸnicza  63-64 ;bud.handlowo-uslugowe;odmowa;przebudowa;2013-07-30;24046/13;4843/13;2013-10-02;2013;7;2013-07-01;47;17,0334219;51,1109099
15882;2438;;;Piastowska  58 ;bud.o trzech i wiêcej mieszkaniach;montaz wewnetrznej instalacji gazu i centralnego ogrzewania w lokalu mieszkalnym;inst.wewnêtrzna;2013-08-09;25538/13;4845/13;2013-10-02;2013;8;2013-08-01;39;17,0623669;51,1182262
15883;2439;;;Nasturcjowa  16 ;bud.o trzech i wiêcej mieszkaniach;montaz wewnetrznej instalacjio gazu i centralnego ogrzewania;inst.wewnêtrzna;2013-08-27;27289/13;4846/13;2013-10-02;2013;8;2013-08-01;27;16,9762199;51,093658
15884;2440;;;Wyspiañskiego Stan.Wyb.  37;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego;przebudowa;2013-08-14;26023/13;4849/13;2013-10-02;2013;8;2013-08-01;36;17,0385376;51,1078852
15885;2441;;;Kolberga Oskara  1A ;bud.mieszkalne jednorodzinne;przebudowa budynku jednorodzinnego;przebudowa;2013-09-10;28828/13;4850/13;2013-10-02;2013;9;2013-09-01;17;17,0785713;51,1208806
15886;2442;;;Nasturcjowa  16 ;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego;inst.wewnêtrzna;2013-08-08;25227/13;4851/13;2013-10-02;2013;8;2013-08-01;40;16,9762199;51,093658
15887;2443;;;Podwale  37/38 ;bud.handlowo-uslugowe;"remont domu handlowego ""podwale""-wymiana okien";remont;2013-09-05;28382/13;4852/13;2013-10-02;2013;9;2013-09-01;20;17,0299614;51,104158
15888;2444;;;Œlê¿na  136A;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków-mieszkalnego wielorodzinnego,mieszkalno-us³ugowego z parkingiem podziemnym;nowe;2013-07-18;22651/13;4855/13;2013-10-02;2013;7;2013-07-01;55;17,0222173;51,080265
15889;2445;;;Tyniecka  ;ulice i drogi pozosta³e;budowa zjazdu z drogi;nowe;2013-08-22;26747/13;4857/13;2013-10-02;2013;8;2013-08-01;30;16,9569142;51,0734545
15890;2446;;;Pucka  ;bud.o trzech i wiêcej mieszkaniach;budowa przy³aczy do budynku wielorodzinnego;przy³¹cze;2013-08-27;27163/13;4858/13;2013-10-02;2013;8;2013-08-01;27;16,9428267;51,1237417
15891;2447;;;Hercena Aleksandra  16;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym;inst.wewnêtrzna;2013-04-30;13179/13;4861/13;2013-10-02;2013;4;2013-04-01;112;17,0413761;51,1022149
15892;2448;;;Rakowiecka  47 ;bud.o trzech i wiêcej mieszkaniach;odmowa;nowe;2013-07-04;20993/13;4862/13;2013-10-02;2013;7;2013-07-01;65;17,0693145;51,0984414
15893;2449;;;Konstytucji 3 Maja Plac 4;bud.o trzech i wiêcej mieszkaniach;montaz wewnetrznej instalacji gazu i instalacji centralnego ogrzewania;inst.wewnêtrzna;2013-08-07;25091/13;4863/13;2013-10-02;2013;8;2013-08-01;41;17,0406379;51,0998186
15894;2450;;;Hubska  29-31 ;bud.biurowe;remont dachu budynku komendy;remont;2013-09-05;28351/13;4864/13;2013-10-02;2013;9;2013-09-01;20;17,04201;51,0930407
15895;2451;;;Krucza 77A ;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego;przebudowa;2013-09-05;28249/13;4868/13;2013-10-03;2013;9;2013-09-01;21;16,9996106;51,0938317
15896;2452;;;Legnicka  48-50 ;bud.biurowe;umorzenie;nowe;2013-07-25;23610/13;4869/13;2013-10-03;2013;7;2013-07-01;51;16,9977817;51,118515
15897;2453;;;Trzebnicka  34-36 ;bud.o trzech i wiêcej mieszkaniach;remont wykuszy budynku mieszkalnego;remont;2013-09-16;29578/13;4871/13;2013-10-03;2013;9;2013-09-01;14;17,0357048;51,1235197
15898;2454;;;Paczkowska  ;bud.o trzech i wiêcej mieszkaniach;docieplenie  budynku wielorodzinnego;remont;2013-09-13;29318/13;4873/13;2013-10-03;2013;9;2013-09-01;15;17,047308;51,0893414
15899;2455;;;Marszowicka  53 ;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego;nowe;2013-08-14;25966/13;4875/13;2013-10-03;2013;8;2013-08-01;37;16,8818834;51,1654037
15900;2456;;;Jednoœci Narodowej  ;bud.o trzech i wiêcej mieszkaniach;przebudowa wnêtrza podwórkowego;przy³.+ins.wew;2013-07-02;20736/13;4876/13;2013-10-03;2013;7;2013-07-01;68;17,0448522;51,123858
15901;2457;;;Rezedowa  13 ;bud.mieszkalne jednorodzinne;przebudowa tarasu budynku mieszkalnego;przebudowa;2013-08-29;27554/13;4878/13;2013-10-03;2013;8;2013-08-01;26;16,9232194;51,1206501
15902;2458;;;Szczeciñska  17-21 ;bud.przemys³owe;kot³ownia;nowe;2013-08-05;24813/13;4879/13;2013-10-03;2013;8;2013-08-01;44;16,9386734;51,1365033
15903;2459;;;Chociebuska 4-6 ;;przebudowa istniej¹cego noœnika reklamowego oraz budowa nowego noœnika reklamowego;reklama;2013-07-24;23455/13;4881/13;2013-10-03;2013;7;2013-07-01;52;16,9580124;51,1160098
15904;2460;;;Komuny Paryskiej  96 ;bud.handlowo-uslugowe;przebudowa lokali u¿ytkowych;przebudowa;2013-08-28;27370/13;4884/13;2013-10-03;2013;8;2013-08-01;27;17,0517979;51,099115
15905;2461;;;Grunwaldzka 100 ;bud.o trzech i wiêcej mieszkaniach;przebudowa i remont lokalu mieszkalnego w budynku wielorodzinnym;przebudowa;2013-07-19;22895/13;4885/13;2013-10-03;2013;7;2013-07-01;55;17,06984;51,1151179
15906;2462;;;Solny Plac 11B ;bud.o trzech i wiêcej mieszkaniach;remont wraz z przebudow¹ czêœci budynku mieszkalnego wielorodzinnego;remont;2013-08-02;24642/13;4886/13;2013-10-03;2013;8;2013-08-01;45;17,028188;51,1092529
15907;2463;;;WoŸnicza 17A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinego;nowe;2013-08-05;24756/13;4888/13;2013-10-04;2013;8;2013-08-01;45;16,945805;51,122847
15908;2464;;;Che³moñskiego Józefa 42A ;bud.o trzech i wiêcej mieszkaniach;montaz wewnetrznej instalacji gazu w budynku mieszkalnym;inst.wewnêtrzna;2013-09-13;29388/13;4889/13;2013-10-04;2013;9;2013-09-01;16;17,0969993;51,0991373
15909;2465;;;Po³aniecka  16 ;bud.o trzech i wiêcej mieszkaniach;umorzenie;przebudowa;2013-08-16;26191/13;4891/13;2013-10-04;2013;8;2013-08-01;36;16,998603;51,0916719
15910;2466;;;Kie³czowska  15 ;bud.biurowe;remont i ocieplenie elewacji budynku komisariatu policji;remont;2013-09-24;30391/13;4892/13;2013-10-04;2013;9;2013-09-01;9;17,117469;51,146716
15911;2467;;;Piwnika-Ponurego Jana Mjr  58;bud.o trzech i wiêcej mieszkaniach;przebudowa pomieszczeñ na mieszkalne;przebudowa;2013-07-23;23328/13;4893/13;2013-10-04;2013;7;2013-07-01;54;17,0385376;51,1078852
15912;2468;;;Bora-Komorowskiego T. Gen 6 ;ruroci¹gi wodoci¹g.sieci rozdzielczej;budowa odcinka sieci wodociagowej;przebudowa;2013-08-09;25544/13;4902/13;2013-10-04;2013;8;2013-08-01;41;17,1193473;51,1569159
15913;2469;;;Czapliñskiego  W³adys³awa  46 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-09-18;29872/13;4903/13;2013-10-04;2013;9;2013-09-01;13;16,8722456;51,1636156
15914;2470;;;Polna 4 ;bud.szkó³ i instytucji badawczych;budowa drogi dojazdowej;rozbudowa;2013-09-25;30642/13;4905/13;2013-10-04;2013;9;2013-09-01;8;17,081512;51,0595379
15915;2471;;;D³ugosza Jana  17 ;bud.o trzech i wiêcej mieszkaniach;przebudowa czêœci nieu¿ytkowego poddasza na lokal mieszkalny;przebudowa;2013-08-05;24750/13;4906/13;2013-10-04;2013;8;2013-08-01;45;17,0609981;51,1322735
