;Numer.......................................wpisu;Imiê.i.nazwisko.lub.nazwa.inwestora;Data.wpisu;Adres;Rodzaj;opis;typ;Data.wniosku;Nr...............wniosku;Nr...............decyzji;Data.decyzji;Rok.wniosku;Miesi¹c.wniosku;data;Czas.rozpatrzenia;lon;lat
20447;437;;;Katedralny Plac 1 ;bud.szkó³ i instytucji badawczych;przebudowa tarasu budynku papieskiego wydzia³u teologicznego z monta¿em samonoœnej platformy dla niepe³nosprawnych;urz¹dzenie;2015-01-30;2811/15;893/15;2015-02-25;2015;1;2015-01-01;19;17,0456909;51,1136739
20448;438;;;Wojanowska  ;ulice i drogi pozosta³e;budowa drogi na stab³owicach;nowe;2015-01-15;1158/15;895/15;2015-02-25;2015;1;2015-01-01;30;16,9037846;51,1529538
20449;439;;;Potebni Andrzeja  27 ;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym;inst.wewnêtrzna;2015-01-19;1465/15;896/15;2015-02-25;2015;1;2015-01-01;28;17,1014922;51,1076441
20450;440;;;Orkana W³adys³awa  36 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego oraz rozbiórka istniej¹cego;nowe;2014-12-17;40635/14;897/15;2015-02-25;2014;12;2014-12-01;51;17,0555237;51,1340211
20451;441;;;Januszowicka  32-34 ;bud.szkó³ i instytucji badawczych;remont elewacji budynku przedszkolnego;remont;2015-01-13;757/15;898/15;2015-02-25;2015;1;2015-01-01;32;17,0120389;51,0804149
20452;442;;;Muchoborska 6 ;;przebudowa elewacji budynku biurowego;noœnik reklamowy;2015-01-30;2827/15;899/15;2015-02-25;2015;1;2015-01-01;19;16,97099;51,11087
20453;443;;;Kosmonautów  ;linie elektroener.i telekom.rozdzielcz.;budowa linii kablowej œn  przy ul.Kosmonautów;nowe;2014-12-08;39386/14;900/15;2015-02-25;2014;12;2014-12-01;58;16,9077656;51,1416723
20454;444;;;P³u¿na  ;ruroci¹gi wodoci¹g.sieci rozdzielczej;budowa sieci wodoci¹gowej;nowe;2014-12-29;41513/14;901/15;2015-02-25;2014;12;2014-12-01;43;16,87157;51,1219037
20455;445;;;Skarbowców  34 ;ulice i drogi pozosta³e;budowa zjazdu indywidualnego z ulicy;nowe;2015-01-14;990/15;902/15;2015-02-25;2015;1;2015-01-01;31;16,9969052;51,0764769
20456;446;;;Skarbowców  32 ;ulice i drogi pozosta³e;budowa zjazdu z ulicy na dzia³kê;nowe;2015-01-14;991/15;903/15;2015-02-25;2015;1;2015-01-01;31;16,9969565;51,0765481
20457;447;;;Ruska 46A ;bud.handlowo-uslugowe;remont wraz z przebudow¹ czêœci budynku us³ugowego;remont;2014-12-09;39668/14;904/15;2015-02-25;2014;12;2014-12-01;57;17,024469;51,1103699
20458;448;;;Opolska  21 ;bud.o trzech i wiêcej mieszkaniach;umorzenie;nowe;2014-08-05;25189/14;906/15;2015-02-25;2014;8;2014-08-01;147;17,080271;51,079633
20459;449;;;Wiêckowskiego Stanis³awa  23 ;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazu;inst.wewnêtrzna;2015-01-20;1566/15;908/15;2015-02-25;2015;1;2015-01-01;27;17,0524944;51,0981532
20460;450;;;Szczêœliwa 8 ;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego;inst.wewnêtrzna;2014-12-18;40794/14;910/15;2015-02-25;2014;12;2014-12-01;50;17,008591;51,0988629
20461;451;;;Marszowicka  38 ;bud.niemieszkalne pozosta³e;przebudowa budynku gospodarczego;nowe;2014-05-08;14668/14;911/15;2015-02-25;2014;5;2014-05-01;210;16,8820039;51,1650319
20462;452;;;¯yczliwa  ;ruroci¹gi wodoci¹g.sieci rozdzielczej;rozbudowa sieci wodoci¹gowej i kanalizacji sanitarnej;rozbudowa;2015-01-09;485/15;915/15;2015-02-25;2015;1;2015-01-01;34;16,9887424;51,0670001
20463;453;;;Lipa Piotrowska;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2014-12-31;41867/14;918/15;2015-02-26;2014;12;2014-12-01;42;16,9932025;51,1756961
20464;454;;;Pabianicka 2 ;ulice i drogi pozosta³e;budowa wjazdu na teren ¿³obka;nowe;2015-01-19;1446/15;920/15;2015-02-26;2015;1;2015-01-01;29;17,027406;51,093323
20465;455;;;Domañskiego Boles³awa Ks.  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie szeregowej;nowe;2014-12-31;41830/14;922/15;2015-02-26;2014;12;2014-12-01;42;16,8659663;51,1219165
20466;456;;;Œwidnicka 5 ;bud.o trzech i wiêcej mieszkaniach;umorzenie;przebudowa;2015-02-04;3332/15;923/15;2015-02-26;2015;2;2015-02-01;17;17,0323749;51,1085099
20467;457;;;Dawida Jana W³adys³awa 9-11 ;bud.szkó³ i instytucji badawczych;wymiana stolarki okiennej;remont;2015-01-05;145/15;924/15;2015-02-26;2015;1;2015-01-01;39;17,0393317;51,0941055
20468;458;;;Zaporoska  24-26 ;bud.o trzech i wiêcej mieszkaniach;przebudowa strefy wejœciowej do budynku;przebudowa;2014-11-24;37807/14;928/15;2015-02-26;2014;11;2014-11-01;69;17,015397;51,0980769
20469;459;;;Ko³³¹taja Hugona  32 ;bud.o trzech i wiêcej mieszkaniach;umorzenie;inst.wewnêtrzna;2014-12-16;40342/14;929/15;2015-02-26;2014;12;2014-12-01;53;17,0373473;51,1030215
20470;460;;;Skarbowców 23A ;bud.biurowe;budowa budynków biurowych a i b;nowe;2014-12-02;38901/14;932/15;2015-02-26;2014;12;2014-12-01;63;16,9959127;51,0777024
20471;461;;;Skwierzyñska  22-24 ;bud.o trzech i wiêcej mieszkaniach;przebudowa strefy wejœciowej budynku mieszkalnego wielorodzinnego;przebudowa;2014-11-24;37808/14;933/15;2015-02-26;2014;11;2014-11-01;69;17,0158749;51,0986339
20472;462;;;Grunwaldzki Plac3 ;bud.kultu religijnego i czynnoœci religijnych;remont dachów zabytkowego koœcio³a;remont;2015-02-03;3097/15;935/15;2015-02-26;2015;2;2015-02-01;18;17,0623873;51,1119986
20473;463;;;Przybyszewskiego Stanis³awa  63 ;bud.szkó³ i instytucji badawczych;przebudowa wewnêtrznej instalacji gazowej;inst.wewnêtrzna;2015-01-22;1912/15;936/15;2015-02-26;2015;1;2015-01-01;26;17,0625048;51,138813
20474;464;;;Na Grobli  14/16 ;bud.biurowe;remont i przebudowa elewacji budynku administracyjno-socjalnego;przebudowa;2014-12-30;41613/14;937/15;2015-02-26;2014;12;2014-12-01;43;17,0582259;51,1044812
20475;465;;;Popowicka 134 ;bud.handlowo-uslugowe;przebudowa i remont pawilonu handlowego;przebudowa;2015-02-23;5410/15;938/15;2015-02-26;2015;2;2015-02-01;4;16,989787;51,128031
20476;466;;;Œlê¿na 130 ;bud.handlowo-uslugowe;przebudowanie lokalu u¿ytkowego, u¿ytecznoœci publicznej handlowo-us³ugowego;przebudowa;2015-01-28;2556/15;941/15;2015-02-27;2015;1;2015-01-01;23;17,0235253;51,0809844
20477;467;;;Worcella Stanis³awa  18 ;bud.o trzech i wiêcej mieszkaniach;wykonanie wewnêtrznej instalacji gazowej.;inst.wewnêtrzna;2015-02-19;5145/15;942/15;2015-02-27;2015;2;2015-02-01;7;17,0449876;51,1041726
20478;468;;;JeŸdziecka 4A ;bud.handlowo-uslugowe;;nowe;2014-12-22;41179/14;943/15;2015-02-27;2014;12;2014-12-01;50;16,9940948;51,0627791
20479;469;;;Pogodna  33 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2014-12-19;41023/14;946/15;2015-02-27;2014;12;2014-12-01;51;16,9972184;51,073717
20480;470;;;Bzowa  40  ;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego;przebudowa;2015-02-25;5784/15;947/15;2015-02-27;2015;2;2015-02-01;3;16,993243;51,095627
20481;471;;;£ubinowa  12 ;bud.handlowo-uslugowe;przebudowa ze zmian¹ u¿ytkownia lokalu;przebudowa;2015-01-23;1977/15;949/15;2015-02-27;2015;1;2015-01-01;26;17,0171693;51,0614109
20482;472;;;Widawska  34 ;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazowej i centralnego ogrzewania;inst.wewnêtrzna;2015-01-15;1138/15;951/15;2015-02-27;2015;1;2015-01-01;32;17,115707;51,172889
20483;473;;;Piastowska 29A ;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego;przebudowa;2015-02-18;5000/15;952/15;2015-02-27;2015;2;2015-02-01;8;17,061431;51,114739
20484;474;;;Trzebnicka  14 ;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego w budynku mieszkalnym wielorodzinnym;przebudowa;2015-01-16;1246/15;953/15;2015-02-27;2015;1;2015-01-01;31;17,0359921;51,1218332
20485;475;;;P³u¿na  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2015-01-19;1485/15;955/15;2015-02-27;2015;1;2015-01-01;30;16,87157;51,1219037
20486;476;;;£ukowska  25 ;bud.mieszkalne jednorodzinne;budowa domu mieszkalnego jednorodzinnego;nowe;2014-12-31;41818/14;957/15;2015-02-27;2014;12;2014-12-01;43;16,922109;51,165723
20487;477;;;Bora-Komorowskiego T. Gen  6B ;ruroci¹gi kanalizac.sieci rozdzielczej;umorzenie;przebudowa;2015-01-14;921/15;958/15;2015-02-27;2015;1;2015-01-01;33;17,1193473;51,1569159
20488;478;;;Wincentego Œw.  15 ;bud.o trzech i wiêcej mieszkaniach;remont elewacji frontowej w czêœci parteru;remont;2015-02-04;3393/15;959/15;2015-02-27;2015;2;2015-02-01;18;17,0330541;51,1223509
20489;479;;;¯erniki;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2014-12-31;41767/14;960/15;2015-02-27;2014;12;2014-12-01;43;16,9257567;51,1240826
20490;480;;;¯ernicka 189 ;bud.mieszkalne jednorodzinne;umorzenie;przebudowa;2015-02-06;3661/15;963/15;2015-02-27;2015;2;2015-02-01;16;16,9289977;51,1227001
20491;481;;;Cementowa  14-18 ;bud.handlowo-uslugowe;budowa hali us³ugowej stolarni z zapleczem;nowe;2014-12-31;41855/14;965/15;2015-03-02;2014;12;2014-12-01;44;17,11752;51,112764
20492;482;;;Kie³czowska  66 ;bud.handlowo-uslugowe;budowa samoobs³ugowej myjni samochodowej 4rostanowiskowej z konterem technicznym oraz urz¹dzeniami infrastruktury techniczej;nowe;2014-12-31;41857/14;966/15;2015-03-02;2014;12;2014-12-01;44;17,1342429;51,147051
20493;483;;;Œwidnicka 5 ;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego w budynku wielorodzinnym;przebudowa;2015-02-04;3333/15;967/15;2015-03-02;2015;2;2015-02-01;19;17,0323749;51,1085099
20494;484;;;Górnickiego £ukasza  10 ;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym;inst.wewnêtrzna;2015-02-18;4938/15;972/15;2015-03-02;2015;2;2015-02-01;9;17,0549952;51,1159495
20495;485;;;Mickiewicza Adama  ;budowle sportowe i rekreacyjne pozosta³e;"remont mostka ""taiko bashi "" w ogrodzie japoñskim";remont;2015-02-24;5694/15;973/15;2015-03-02;2015;2;2015-02-01;5;17,0877962;51,1128605
20496;486;;;Lubuska 115 ;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazu i c.o. w lokalu mieszkalnym;inst.wewnêtrzna;2015-02-12;4371/15;974/15;2015-03-02;2015;2;2015-02-01;13;17,009147;51,101088
20497;487;;;£ukasiñskiego Waleriana 3 ;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym;inst.wewnêtrzna;2015-02-02;3041/15;975/15;2015-03-02;2015;2;2015-02-01;21;17,0497561;51,1016186
20498;488;;;Joannitów  14 ;bud.biurowe;remont dachu budynku s¹du okrêgowego-8 wydzia³y ubezpieczeñ spo³ecznych;remont;2015-02-09;3753/15;976/15;2015-03-02;2015;2;2015-02-01;16;17,036654;51,094581
20499;489;;;Trawowa  26;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazu i instalacji centralnego ogrzewania w lokalu nr 5;inst.wewnêtrzna;2015-02-03;3101/15;978/15;2015-03-03;2015;2;2015-02-01;21;16,9485637;51,0996725
20500;490;;;Komuny Paryskiej  61 ;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym nr 12;inst.wewnêtrzna;2015-02-02;2932/15;979/15;2015-03-03;2015;2;2015-02-01;22;17,04836;51,1008099
20501;491;;;Brzeska  25;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazowej i centralnego ogrzewania dla lokalu nr 5;inst.wewnêtrzna;2015-01-15;1210/15;981/15;2015-03-03;2015;1;2015-01-01;34;17,0532217;51,0962906
20502;492;;;Marszowicka  ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u willi miejskich/13 budynków/;nowe;2015-01-16;1311/15;982/15;2015-03-03;2015;1;2015-01-01;33;16,8765318;51,1581928
20503;493;;;Zwyciêska  10 ;bud.o trzech i wiêcej mieszkaniach;odmowa;rozbudowa;2014-12-01;38729/14;983/15;2015-03-03;2014;12;2014-12-01;67;17,008581;51,0585386
20504;494;;;Rynek 8 ;bud.o trzech i wiêcej mieszkaniach;odmowa;przebudowa;2015-01-21;1763/15;987/15;2015-03-03;2015;1;2015-01-01;30;17,0302905;51,1102774
20505;495;;;Rynek  15 ;bud.o trzech i wiêcej mieszkaniach;remont dachu budynku mieszkalno-us³ugowego;remont;2015-01-20;1628/15;988/15;2015-03-03;2015;1;2015-01-01;31;17,0307863;51,1094219
20506;496;;;Wyœcigowa 56B ;zbiorniki,silosy i bud.magazynowe;budowa nowych elementów zagospodarowania  terenu w s¹siedztwie istn. hali magazynowej na potrzeby serwerowni;;2015-02-18;5006/15;989/15;2015-03-03;2015;2;2015-02-01;10;17,007841;51,065143
20507;497;;;Trzebnicka  68 ;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego nr 2;przebudowa;2015-01-02;27/15;990/15;2015-03-03;2015;1;2015-01-01;43;17,0363767;51,1285915
20508;498;;;Strzegomska 2-4 ;bud.biurowe;przebudowa pomieszczeñ V i VI czêœci piêtra budynku biurowo-us³ugowego silver forum;przebudowa;2015-02-13;4464/15;991/15;2015-03-03;2015;2;2015-02-01;13;17,0047198;51,1121227
20509;499;;;Witelona Erazma Cio³ka  ;linie elektroener.i telekom.rozdzielcz.;budowa sieci kablowej nn, sieci oœwietlenia ulicznego oraz rozbiórkê linni napowietrznej nn;nowe;2015-01-22;1898/15;993/15;2015-03-03;2015;1;2015-01-01;29;17,0385376;51,1078852
20510;500;;;Brylantowa  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2015-01-26;2182/15;994/15;2015-03-03;2015;1;2015-01-01;27;17,0278694;51,0490594
20511;501;;;Lotnicza  ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego z gara¿em wbudowanym;nowe;2014-12-30;41719/14;995/15;2015-03-04;2014;12;2014-12-01;47;16,9577492;51,1327713
20512;502;;;Stanis³awskiego Jana  36;bud.o trzech i wiêcej mieszkaniach;monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym;inst.wewnêtrzna;2015-02-17;4898/15;996/15;2015-03-04;2015;2;2015-02-01;12;17,1064034;51,0983036
20513;503;;;Jednoœci Narodowej  88;bud.o trzech i wiêcej mieszkaniach;przebudowa czêœci parteru elewacji wielorodzinnego budynku mieszkalno-uslugowego;przebudowa;2014-12-22;41176/14;997/15;2015-03-04;2014;12;2014-12-01;53;17,040489;51,12085
20514;504;;;Kminkowa  ;linie elektroener.i telekom.rozdzielcz.;budowa kontenerowej stacji transformatorowej,sieci kablowych œr i n/n napiêcia dla zasilania budynków;nowe;2015-01-26;2239/15;998/15;2015-03-04;2015;1;2015-01-01;28;17,0009094;51,1783728
20515;505;;;Kwidzyñska8 ;zbiorniki,silosy i bud.magazynowe;przebudowa hali magazynowej 7.03-wykonanie œciany oddzielenia  przeciwpo¿arowego;przebudowa;2015-01-29;2636/15;1000/15;2015-03-04;2015;1;2015-01-01;25;17,0940181;51,1308267
