"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"15977";2533;"";"";"Bierutowska 4-6 ";"bud.handlowo-uslugowe";"przebudowa pawilonu handlowego";"przebudowa";"2013-08-20";"26443/13";"5036/13";"2013-10-11";2013;8;"2013-08-01";39;17,1168419;51,1483829
"15978";2534;"";"";"Stobrawska  47 ";"bud.mieszkalne jednorodzinne";"rozbudowa wewnetrznej instalacji gazu";"inst.wewnêtrzna";"2013-09-02";"27880/13";"5037/13";"2013-10-11";2013;9;"2013-09-01";30;16,981381;51,119377
"15979";2535;"";"";"Granitowa 1 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego z parkingiem podziemnym";"nowe";"2013-01-30";"2829/13";"5038/13";"2013-10-11";2013;1;"2013-01-01";183;17,0412398;51,0683125
"15980";2536;"";"";"  ";"ulice i drogi pozosta³e";"budowa odcinka drogi";"nowe";"2013-08-08";"25358/13";"5039/13";"2013-10-11";2013;8;"2013-08-01";47;17,0385376;51,1078852
"15981";2537;"";"";"Piêkna  48";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu";"inst.wewnêtrzna";"2013-09-23";"30294/13";"5040/13";"2013-10-11";2013;9;"2013-09-01";15;17,0546699;51,0851089
"15982";2538;"";"";"Grota-Roweckiego Stefana Gen.  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u dwóch budynków wielorodzinnych mieszkalno-us³ugowego i mieszkalnego";"nowe";"2013-09-27";"31002/13";"5041/13";"2013-10-11";2013;9;"2013-09-01";11;17,0325316;51,056754
"15983";2539;"";"";"Modliñska  30 ";"bud.mieszkalne jednorodzinne";"remont elewacji budynku";"remont";"2013-08-12";"25679/13";"5043/13";"2013-10-14";2013;8;"2013-08-01";46;17,000265;51,082186
"15984";2540;"";"";"Chorzowska 1";"bud.o trzech i wiêcej mieszkaniach";"wymiana stolarki";"remont";"2013-09-10";"28786/13";"5044/13";"2013-10-14";2013;9;"2013-09-01";25;17,083939;51,076304
"15985";2541;"";"";"Œlusarska 5";"bud.o dwóch mieszkaniach";"przebudowa budynku mieszkalnego jednorodzinnego-wydzielenie dwóch lokali mieszkalnych";"przebudowa";"2013-07-12";"22011/13";"5045/13";"2013-10-14";2013;7;"2013-07-01";67;16,9898523;51,08479
"15986";2542;"";"";"Australijska  69";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2013-08-14";"25937/13";"5046/13";"2013-10-14";2013;8;"2013-08-01";44;16,9651539;51,10465
"15987";2543;"";"";"Zatorska 60A ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu us³ugowego";"przebudowa";"2013-08-23";"26873/13";"5047/13";"2013-10-14";2013;8;"2013-08-01";37;17,1349463;51,1604246
"15988";2544;"";"";"Opolska  65-91 ";"bud.o trzech i wiêcej mieszkaniach";"remont budynku mieszkalnego-wymiana stolarki";"remont";"2013-09-10";"28783/13";"5048/13";"2013-10-14";2013;9;"2013-09-01";25;17,084432;51,076439
"15989";2545;"";"";"Pereca Icchaka Lejba  24 ";"bud.o trzech i wiêcej mieszkaniach";"remont budynku";"remont";"2013-09-09";"28719/13";"5049/13";"2013-10-14";2013;9;"2013-09-01";26;17,0076295;51,0984803
"15990";2546;"";"";"Katowicka  27-45 ";"bud.o trzech i wiêcej mieszkaniach";"remont budynku mieszkalnego-wymiana stolarki drzwiowej zewnêtrznej";"remont";"2013-09-10";"28784/13";"5050/13";"2013-10-14";2013;9;"2013-09-01";25;17,0841709;51,074117
"15991";2547;"";"";"Sienkiewicza Henryka  32-34 ";"bud.szkó³ i instytucji badawczych";"przebudowa i rozbudowa budynku szko³y";"rozbudowa";"2013-09-23";"30267/13";"5052/13";"2013-10-14";2013;9;"2013-09-01";16;17,048215;51,1174733
"15992";2548;"";"";"Chorzowska  14-38 ";"bud.o trzech i wiêcej mieszkaniach";"remont budynku mieszkalnego-wymiana stolarki dzrzwiowej zewnêtrznej";"remont";"2013-09-10";"28787/13";"5055/13";"2013-10-14";2013;9;"2013-09-01";25;17,0828831;51,075831
"15993";2549;"";"";"Piêkna  52";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2013-09-04";"28120/13";"5056/13";"2013-10-14";2013;9;"2013-09-01";29;17,055055;51,0850609
"15994";2550;"";"";"Katowicka  24-64 ";"bud.o trzech i wiêcej mieszkaniach";"remont budynku mieszkalnego";"remont";"2013-09-10";"28785/13";"5057/13";"2013-10-14";2013;9;"2013-09-01";25;17,084802;51,0744789
"15995";2551;"";"";"Rumiankowa 5 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2013-10-04";"31688/13";"5058/13";"2013-10-14";2013;10;"2013-10-01";7;16,9303473;51,1213208
"15996";2552;"";"";"Kwidzyñska 8 ";"bud.przemys³owe";"budowa instalacji do inertyzacji azotem mieszalników zainstalowanych w hali";"urz¹dzenie";"2013-08-14";"26033/13";"5059/13";"2013-10-14";2013;8;"2013-08-01";44;17,1015832;51,1278469
"15997";2553;"";"";"D¹browskiego Jana Henryka Gen.  44 ";"bud.biurowe";"przebudowa czêœci pomieszczen parteru,antresoli,pierwszego piêtra w budynku biurowo-us³ogowo-handlowym";"przebudowa";"2013-09-30";"31189/13";"5060/13";"2013-10-14";2013;9;"2013-09-01";11;17,0412084;51,099582
"15998";2554;"";"";"Grodzieñska  ";"ruroci¹gi gazu sieci rozdzielczej";"gazoci¹g nc w ulicy";"nowe";"2013-08-21";"26582/13";"5061/13";"2013-10-14";2013;8;"2013-08-01";39;17,1349991;51,1389809
"15999";2555;"";"";"Czarnieckiego Stefana  29 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie tylnej elewacji budynku mieszkalnego";"remont";"2013-08-07";"25199/13";"5062/13";"2013-10-14";2013;8;"2013-08-01";49;17,0063635;51,1160702
"16000";2556;"";"";"Piêkna  ";"bud.o trzech i wiêcej mieszkaniach";"bud.budynku mieszkal,.wielorodzinnego z gara¿em";"nowe";"2012-12-21";"43542/12";"5063/13";"2013-10-14";2012;12;"2012-12-01";212;17,0544352;51,0849709
"16001";2557;"";"";"M¹czna 7 ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa sieci wodoci¹gowej";"nowe";"2013-08-12";"25704/13";"5064/13";"2013-10-14";2013;8;"2013-08-01";46;16,9489619;51,141614
"16002";2558;"";"";"Torfowa 35A ";"bud.mieszkalne jednorodzinne";"nadbudowa czêœci mieszkal;nej";"rozbudowa";"2013-08-27";"27267/13";"5065/13";"2013-10-14";2013;8;"2013-08-01";35;17,0717037;51,1544669
"16003";2559;"";"";"Dêbicka  10 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazowej w budynku";"inst.wewnêtrzna";"2013-09-03";"27960/13";"5066/13";"2013-10-14";2013;9;"2013-09-01";30;16,8908384;51,1357842
"16004";2560;"";"";"Konstytucji 3 Maja Plac  ";"linie elektroener.i telekom.rozdzielcz.";"przebudowa sieci nn";"przebudowa";"2013-08-14";"25991/13";"5067/13";"2013-10-14";2013;8;"2013-08-01";44;17,0407167;51,0996346
"16005";2561;"";"";"Jordanowska  28 ";"bud.mieszkalne jednorodzinne";"przebudowa i rozbudowa wewnêtrznej instalacji gazu w budynku mieszkalnym jednorodzinnym";"inst.wewnêtrzna";"2013-09-02";"27879/13";"5068/13";"2013-10-14";2013;9;"2013-09-01";31;16,9643519;51,0836939
"16006";2562;"";"";"Gimnazjalna  30 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w budynku mieszkalnym";"inst.wewnêtrzna";"2013-08-21";"26612/13";"5069/13";"2013-10-14";2013;8;"2013-08-01";39;17,070832;51,1536849
"16007";2563;"";"";"W³odkowica Paw³a 4 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"nowe";"2013-08-02";"24691/13";"5071/13";"2013-10-14";2013;8;"2013-08-01";52;17,0250374;51,1078518
"16008";2564;"";"";"Kazimierza Wielkiego  ";"bud.biurowe";"budowa dwóch budynków biurowo-us³ugowych z parkingiem podziemnym";"nowe";"2013-07-26";"23858/13";"5072/13";"2013-10-14";2013;7;"2013-07-01";57;17,0306352;51,1078156
"16009";2565;"";"";"Kazimierza Jagielloñczyka  26 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa strefy wejœcia  w budynku wielorodzinnym";"przebudowa";"2013-06-13";"18269/13";"5073/13";"2013-10-14";2013;6;"2013-06-01";88;17,0357133;51,1216981
"16010";2566;"";"";"Dobrzykowicka  ";"bud.mieszkalne jednorodzinne";"budowa zespo³u 12 budynków jednorodzinnych";"nowe";"2013-08-29";"27517/13";"5074/13";"2013-10-14";2013;8;"2013-08-01";33;17,1544807;51,0996246
"16011";2567;"";"";"Tarnopolska 1 ";"bud.o dwóch mieszkaniach";"umorzenie";"przebudowa";"2013-10-11";"32614/13";"5076/13";"2013-10-15";2013;10;"2013-10-01";3;16,9405818;51,0941011
"16012";2568;"";"";"Gajowicka  ";"linie elektroener.i telekom.rozdzielcz.";"oœwietlenie terenu";"nowe";"2013-09-27";"30859/13";"5077/13";"2013-10-15";2013;9;"2013-09-01";13;17,0074738;51,0900196
"16013";2569;"";"";"Henryka Probusa  11  ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"inst.wewnêtrzna";"2013-09-06";"28595/13";"5079/13";"2013-10-15";2013;9;"2013-09-01";28;17,0368699;51,1192548
"16014";2570;"";"";"  ";"linie elektroener.i telekom.rozdzielcz.";"budowa i rozbiórka linii napowietrznej 110 kv d-205 do stacji r-1 klecina";"przebudowa";"2013-07-10";"21656/13";"5080/13";"2013-10-15";2013;7;"2013-07-01";70;17,0385376;51,1078852
"16015";2571;"";"";"Kie³czowska  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazoci¹gu œ/c. de 225.";"nowe";"2013-08-13";"25731/13";"5082/13";"2013-10-15";2013;8;"2013-08-01";46;17,1330003;51,1459174
"16016";2572;"";"";"  ";"linie elektroener.i telekom.rozdzielcz.";"budowa dwutorowej linii kablowej 110 kv wraz z kanalizacj¹ swiat³owodow¹ do stacji r-1 klecina";"nowe";"2013-07-10";"21655/13";"5083/13";"2013-10-15";2013;7;"2013-07-01";70;17,0385376;51,1078852
"16017";2573;"";"";"Bora-Komorowskiego T. Gen 6 ";"bud.przemys³owe";"przebudowa i remont laboratorium w hali zmywarek nr 102";"przebudowa";"2013-10-11";"32677/13";"5084/13";"2013-10-15";2013;10;"2013-10-01";3;17,1193473;51,1569159
"16018";2574;"";"";"Podwale  75 ";"bud.szkó³ i instytucji badawczych";"remont dachu budynku biurowego";"remont";"2013-10-01";"31358/13";"5087/13";"2013-10-15";2013;10;"2013-10-01";11;17,0417308;51,105861
"16019";2575;"";"";"Boczna 1 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2013-08-13";"25801/13";"5089/13";"2013-10-15";2013;8;"2013-08-01";46;17,043724;51,0923389
"16020";2576;"";"";"S³owiañska  23";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w mieszkaniu";"inst.wewnêtrzna";"2013-09-05";"28250/13";"5091/13";"2013-10-15";2013;9;"2013-09-01";29;17,042151;51,123694
"16021";2577;"";"";"Witelona Erazma Cio³ka 5 ";"bud.o dwóch mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2013-09-17";"29598/13";"5092/13";"2013-10-15";2013;9;"2013-09-01";21;17,0385376;51,1078852
"16022";2578;"";"";"Hubska 123  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa wewnêtrznej instalacji elektrycznej w lokalu";"inst.wewnêtrzna";"2013-09-03";"28035/13";"5093/13";"2013-10-15";2013;9;"2013-09-01";31;17,0459329;51,086754
"16023";2579;"";"";"Ma³opanewska  13 ";"bud.handlowo-uslugowe";"budowa budynku samoobs³ugowej myjni samochodowej";"nowe";"2013-08-19";"26224/13";"5094/13";"2013-10-15";2013;8;"2013-08-01";42;16,985468;51,1216719
"16024";2580;"";"";"Opatowicka  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa sieci wodoci¹gowej";"nowe";"2013-09-11";"28998/13";"5095/13";"2013-10-15";2013;9;"2013-09-01";25;17,1158087;51,0951204
"16025";2581;"";"";"Mr¹gowska  82  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokali mieszkalnych nr1 i 2 ze zmian¹ sposobu u¿ytkowania na lokal us³ugowy w budynku wielorodzinnym";"przebudowa";"2013-08-08";"25333/13";"5096/13";"2013-10-15";2013;8;"2013-08-01";49;16,93672;51,147021
"16026";2582;"";"";"Skargi Piotra Ks.  22 ";"bud.handlowo-uslugowe";"przebudowa lokalu us³ugowego";"przebudowa";"2013-08-26";"27124/13";"5098/13";"2013-10-15";2013;8;"2013-08-01";37;17,0385075;51,1059573
"16027";2583;"";"";"Ruska 5 ";"bud.handlowo-uslugowe";"przebudowa i zmiana sposobu u¿ytkowania budynku us³ugowo-biurowego na us³ugowo-mieszkalny";"przebudowa";"2013-09-19";"30028/13";"5099/13";"2013-10-15";2013;9;"2013-09-01";19;17,0282571;51,1101451
"16028";2584;"";"";"Marcina Œw. 4 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa  lokalu us³ugowego na centrum";"przebudowa";"2013-09-17";"29591/13";"5100/13";"2013-10-15";2013;9;"2013-09-01";21;17,0423043;51,1161909
"16029";2585;"";"";"Jesionowa  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego";"nowe";"2013-02-08";"3851/13";"5101/13";"2013-10-16";2013;2;"2013-02-01";179;17,0504479;51,086689
"16030";2586;"";"";"Olszewskiego Karola  61 ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"remont";"2013-08-20";"26435/13";"5102/13";"2013-10-16";2013;8;"2013-08-01";42;17,1005844;51,1021576
"16031";2587;"";"";"Boles³awa Chrobrego 4 ";"bud.o trzech i wiêcej mieszkaniach";"nadbudowa przewodów kominowych w budynku mieszkalnym wielorodzinnym";"przebudowa";"2013-08-08";"25237/13";"5103/13";"2013-10-16";2013;8;"2013-08-01";50;17,0348804;51,1208011
"16032";2588;"";"";"Ko³obrzeska  ";"ulice i drogi pozosta³e";"budowa zjazdu z drogii wewnêtrznej";"nowe";"2013-09-02";"27788/13";"5104/13";"2013-10-16";2013;9;"2013-09-01";33;16,9479808;51,1221687
"16033";2589;"";"";"Deszczowa  37 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2013-08-08";"25210/13";"5105/13";"2013-10-16";2013;8;"2013-08-01";50;17,0015708;51,0733928
"16034";2590;"";"";"Jednoœci Narodowej 162 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa balkonu wielorodzinnego";"remont";"2013-08-30";"27666/13";"5106/13";"2013-10-16";2013;8;"2013-08-01";34;17,047458;51,1265
"16035";2591;"";"";"¯eromskiego Stefana  64/66 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa czêœci strychu na lokal mieszkalny w budynku wielorodzinnym";"przebudowa";"2013-07-29";"24018/13";"5107/13";"2013-10-16";2013;7;"2013-07-01";58;17,0499095;51,124982
"16036";2592;"";"";"Kokosowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego";"nowe";"2013-09-06";"28475/13";"5108/13";"2013-10-16";2013;9;"2013-09-01";29;16,9020748;51,155798
"16037";2593;"";"";"Pauliñska 9 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa czêœci elewacji parteru -wykonie otworu drzwiowego w bud.mieszkalno-us³ugowym'";"przebudowa";"2013-09-27";"30910/13";"5110/13";"2013-10-16";2013;9;"2013-09-01";14;17,0340929;51,1201803
"16038";2594;"";"";"Z¹bkowicka  32 ";"bud.mieszkalne jednorodzinne";"montaz wewnetrznej instalacji centralnego ogrzewania ,wody,kanalizacji sanitarnej ,gazu i kot³a gazowego w budynku mieszkalnym";"inst.wewnêtrzna";"2013-10-09";"32242/13";"5112/13";"2013-10-16";2013;10;"2013-10-01";6;17,0585169;51,078615
"16039";2595;"";"";"Wielkopolska  27 ";"bud.mieszkalne jednorodzinne";"montaz wewnetrznej intsalacji gazu dla budynku mieszkalnego";"inst.wewnêtrzna";"2013-08-27";"27160/13";"5113/13";"2013-10-16";2013;8;"2013-08-01";37;16,885331;51,141439
"16040";2596;"";"";"Wysoka 5";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i instalacji co";"inst.wewnêtrzna";"2013-09-09";"28633/13";"5114/13";"2013-10-16";2013;9;"2013-09-01";28;17,0097579;51,1021499
"16041";2597;"";"";"Jutrzenki  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego";"nowe";"2013-08-16";"26156/13";"5116/13";"2013-10-16";2013;8;"2013-08-01";44;16,9799311;51,0710148
"16042";2598;"";"";"Stanis³awowska 65A ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji sanitarnych-c.o,gazu,wodoci¹gowej,kanaliz.sanitarnej w budynku mieszkalnym";"remont";"2013-08-26";"27088/13";"5117/13";"2013-10-16";2013;8;"2013-08-01";38;16,9459999;51,097919
"16043";2599;"";"";"Moœcickiego Ignacego  11";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2013-10-01";"31367/13";"5119/13";"2013-10-16";2013;10;"2013-10-01";12;17,0809148;51,0684692
"16044";2600;"";"";"Jednoœci Narodowej 110";"bud.o trzech i wiêcej mieszkaniach";"monta¿ instalacji gazu dla budynku";"inst.wewnêtrzna";"2013-09-10";"28739/13";"5121/13";"2013-10-16";2013;9;"2013-09-01";27;17,0438478;51,122621
