"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"13451";7;"";"";"Prusa Boles³awa 49";"bud.o trzech i wiêcej mieszkaniach";"przebudowa cz.poddasza na mieszkanie";"przebudowa";"2012-10-19";"35924/12";"13-gru";"2013-01-03";2012;10;"2012-10-01";55;17,0528435;51,1191632
"13452";8;"";"";"Nowowiejska 111";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"inst.wewnêtrzna";"2012-11-05";"37608/12";"13/13";"2013-01-03";2012;11;"2012-11-01";44;17,063032;51,1160189
"13453";9;"";"";"Kazimierza Jagielloñczyka 6";"bud.o trzech i wiêcej mieszkaniach";"przebudowa wewnetrznej instalacji gazu";"inst.wewnêtrzna";"2012-11-20";"39465/12";"15/13";"2013-01-03";2012;11;"2012-11-01";33;17,032922;51,1213205
"13454";10;"";"";"Legnicka 17";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"zmiana spos.u¿ytk.";"2012-11-21";"39619/12";"17/13";"2013-01-03";2012;11;"2012-11-01";32;17,0177276;51,1131479
"13455";11;"";"";"Piastowska 31";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania na gabinety lekarskie";"przebudowa";"2012-11-08";"38150/12";"20/13";"2013-01-03";2012;11;"2012-11-01";41;17,061016;51,1149569
"13456";12;"";"";"Sukiennice 12-15 ";"bud.muzeów i bibliotek";"monta¿ instalacji wentylacji mechanicznej i ch³odzenia sal posiedzeñ w ratuszu w budynku";"przebudowa";"2012-11-09";"38223/12";"21/13";"2013-01-03";2012;11;"2012-11-01";40;17,0318238;51,109893
"13457";13;"";"";"Parkowa 36";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym ";"inst.wewnêtrzna";"2012-11-13";"38642/12";"22/13";"2013-01-03";2012;11;"2012-11-01";38;17,0730109;51,1136489
"13458";14;"";"";"Nowowiejska 50";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzin.";"remont";"2012-10-02";"33794/12";"24/13";"2013-01-03";2012;10;"2012-10-01";68;17,0513837;51,1228411
"13459";15;"";"";"Legnicka 62A ";"";"umorzenie";"noœnik reklamowy";"2012-11-07";"38031/12";"25/13";"2013-01-03";2012;11;"2012-11-01";42;16,989683;51,1219335
"13460";16;"";"";"Miêdzyleska 2-4 ";"bud.biurowe";"montaz instalacji gazowej";"inst.wewnêtrzna";"2012-11-16";"39107/12";"26/13";"2013-01-03";2012;11;"2012-11-01";35;17,067109;51,0811629
"13461";17;"";"";"Sienkiewicza Henryka 81 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2012-11-12";"38559/12";"29/13";"2013-01-03";2012;11;"2012-11-01";39;17,0588292;51,1157918
"13462";18;"";"";"Mokrzañska 38";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2012-11-28";"40531/12";"34/13";"2013-01-03";2012;11;"2012-11-01";27;16,854128;51,150904
"13463";19;"";"";"Pu³tuska 46-50 ";"bud.o trzech i wiêcej mieszkaniach";"montaz odcinka instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2012-11-20";"39521/12";"35/13";"2013-01-03";2012;11;"2012-11-01";33;17,018636;51,075931
"13464";20;"";"";"Popowicka 49-61 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie elewacji wraz z remontem balkonów budynku mieszkalnego wielorodzinnego";"przebudowa";"2012-12-07";"41678/12";"36/13";"2013-01-03";2012;12;"2012-12-01";20;16,9958577;51,1265216
"13465";21;"";"";"Popowicka 86-92 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie elewacji wraz z remontem balkonów budynku mieszkalnego wielorodzinnego";"przebudowa";"2012-12-07";"41677/12";"38/13";"2013-01-03";2012;12;"2012-12-01";20;16,991983;51,126393
"13466";22;"";"";"Zbo¿owa 10 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2012-11-16";"39088/12";"40/13";"2013-01-04";2012;11;"2012-11-01";36;16,912565;51,1742209
"13467";23;"";"";"Szybowcowa 17/21 ";"bud.handlowo-uslugowe";"umorzenie";"nowe";"2012-11-20";"39512/12";"41/13";"2013-01-04";2012;11;"2012-11-01";34;16,969089;51,129531
"13468";24;"";"";"Skarbowców 23A ";"bud.niemieszkalne pozosta³e";"budowa portierni";"nowe";"2012-10-30";"37250/12";"44/13";"2013-01-04";2012;10;"2012-10-01";49;16,9959127;51,0777024
"13469";25;"";"";"Bia³owieska 76-82 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"przebudowa";"2012-12-07";"41685/12";"46/13";"2013-01-04";2012;12;"2012-12-01";21;16,993474;51,1259439
"13470";26;"";"";"Azaliowa 11 ";"bud.niemieszkalne pozosta³e";"budowa budynku gospodarczego z infrastruktur¹ techniczn¹";"nowe";"2012-09-11";"31368/12";"50/13";"2013-01-04";2012;9;"2012-09-01";84;17,111456;51,1654909
"13471";27;"";"";"Starobielawska 53A ";"bud.o dwóch mieszkaniach";"budowa budynku jednorodzinnego";"nowe";"2012-09-28";"33515/12";"54/13";"2013-01-04";2012;9;"2012-09-01";71;16,913539;51,15768
"13472";28;"";"";"Grawerska 84 ";"bud.mieszkalne jednorodzinne";"budynek mieszkalny jednirodzinny z gara¿em.";"nowe";"2012-10-31";"37365/12";"55/13";"2013-01-04";2012;10;"2012-10-01";48;17,0107242;51,1721273
"13473";29;"";"";"Uniwersytecki Plac 2 ";"bud.kultu religijnego i czynnoœci religijnych";"przy³¹cze telekomunikacyjne";"przy³¹cze";"2012-11-13";"38693/12";"58/13";"2013-01-07";2012;11;"2012-11-01";40;17,0341948;51,1140234
"13474";30;"";"";"Borowska 99 ";"bud.kultury fizycznej";"budowa sauny";"nowe";"2012-12-07";"41698/12";"59/13";"2013-01-07";2012;12;"2012-12-01";22;17,032314;51,0909434
"13475";31;"";"";"RzeŸnicza 5 ";"bud.biurowe";"umorzenie";"przebudowa";"2012-05-31";"18730/12";"61/13";"2013-01-07";2012;5;"2012-05-01";158;17,0284027;51,1109128
"13476";32;"";"";"Karkonoska Aleja 59 ";"bud.biurowe";"przebudowa budynku biurowo-magazynowego";"rozbudowa";"2012-12-13";"42515/12";"64/13";"2013-01-07";2012;12;"2012-12-01";18;16,9978024;51,0635756
"13477";33;"";"";"Redycka 4 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2012-11-23";"39899/12";"66/13";"2013-01-07";2012;11;"2012-11-01";32;17,0750113;51,1490456
"13478";34;"";"";"Jednoœci Narodowej 110 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania wielorodzinnego";"przebudowa";"2012-12-04";"41200/12";"67/13";"2013-01-07";2012;12;"2012-12-01";25;17,0438478;51,122621
"13479";35;"";"";"Koœciuszki Tadeusza 13 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2012-11-14";"38724/12";"69/13";"2013-01-07";2012;11;"2012-11-01";39;17,0281164;51,1030881
"13480";36;"";"";"Pereca Icchaka Lejba 11A";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2012-11-28";"40433/12";"70/13";"2013-01-07";2012;11;"2012-11-01";29;17,0071128;51,1000543
"13481";37;"";"";"S³owackiego Juliusza Wybrze¿e ";"bud.biurowe";"przebudowa wejœcia wraz z wymian¹ drzwi wejœciowych w budynku";"remont";"2012-11-29";"40773/12";"72/13";"2013-01-07";2012;11;"2012-11-01";28;17,0519223;51,1071648
"13482";38;"";"";"¯ywiecka 15 ";"bud.mieszkalne jednorodzinne";"rozbudowa w g³¹b posesji wraz z przebudow¹ istn. budynku mieszkalnego jednorodzinnego w zabudowie bli¿niaczej";"rozbudowa";"2012-10-16";"35455/12";"73/13";"2013-01-07";2012;10;"2012-10-01";60;16,8895427;51,1330961
"13483";39;"";"";"Szczêœliwa 10 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2012-11-16";"39085/12";"86/13";"2013-01-08";2012;11;"2012-11-01";38;17,0088389;51,0987949
"13484";40;"";"";"Jagodno,AM-2,dz. 30/1";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2012-11-05";"37601/12";"87/13";"2013-01-08";2012;11;"2012-11-01";47;17,0385376;51,1078852
"13485";41;"";"";"Gdacjusza Adama 24 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2012-10-18";"35755/12";"88/13";"2013-01-08";2012;10;"2012-10-01";59;16,9248948;51,1191179
"13486";42;"";"";"Podwale 67 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa czêœci lokalu mieszkalnego i podzia³u pomieszczenia na cele mieszkalne";"przebudowa";"2012-12-06";"41450/12";"89/13";"2013-01-08";2012;12;"2012-12-01";24;17,040397;51,1031259
"13487";43;"";"";"Popowicka 104";"bud.o trzech i wiêcej mieszkaniach";"docieplenie lewacji budynku wraz z remontem balkonów budynku wielorodzinnego";"przebudowa";"2012-12-07";"41676/12";"90/13";"2013-01-08";2012;12;"2012-12-01";23;16,9904475;51,1271499
"13488";44;"";"";"Curie-Sk³odowskiej Marii 47 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji bydnku mieszkalno-uslugowego";"remont";"2012-10-30";"37275/12";"92/13";"2013-01-08";2012;10;"2012-10-01";51;17,0624128;51,1102125
"13489";45;"";"";"Irlandzka ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2012-12-06";"41466/12";"94/13";"2013-01-08";2012;12;"2012-12-01";24;16,9668227;51,1104031
"13490";46;"";"";"¯ubrza 1-5 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie elewacji wraz z remontem balkonów budynku mieszkalnego wielorodzinnnego";"przebudowa";"2012-12-07";"41684/12";"95/13";"2013-01-08";2012;12;"2012-12-01";23;16,9961478;51,1229012
"13491";47;"";"";"Prochowicka 20 ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych nn";"nowe";"2012-12-17";"42744/12";"96/13";"2013-01-08";2012;12;"2012-12-01";17;16,8610822;51,1517151
"13492";48;"";"";"Czeska 12 ";"bud.gara¿y";"rozbudowa budynku gara¿u w miejscu istniej¹cej wiaty";"rozbudowa";"2012-10-09";"34683/12";"97/13";"2013-01-08";2012;10;"2012-10-01";66;17,0237619;51,1348659
"13493";49;"";"";"Sienkiewicza Henryka 120 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa i remont budynku mieszkalnego wielorodzinnego";"przebudowa";"2012-11-08";"38154/12";"98/13";"2013-01-08";2012;11;"2012-11-01";44;17,0623214;51,1158656
"13494";50;"";"";"Matejki Jana Aleja 4 ";"bud.gara¿y";"przebudowa gara¿u";"remont";"2012-10-25";"36712/12";"99/13";"2013-01-08";2012;10;"2012-10-01";54;17,0490645;51,1176791
"13495";51;"";"";"Osobowicka 70A ";"bud.biurowe";"przebudowa czêœci budynku biurowego z wydzieleniem kot³owni gazowej oraz bud.wewn inst gazowej";"przebudowa";"2012-11-02";"37557/12";"100/13";"2013-01-08";2012;11;"2012-11-01";48;17,0023175;51,1351273
"13496";52;"";"";"¯ubrza 7-11 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie elewacji budynku wielorodzinnego";"przebudowa";"2012-12-07";"41683/12";"101/13";"2013-01-08";2012;12;"2012-12-01";23;16,9965629;51,12278
"13497";53;"";"";"Ko³³¹taja Hugona 31 ";"";"reklama";"reklama";"2012-11-08";"38113/12";"103/13";"2013-01-08";2012;11;"2012-11-01";44;17,0372816;51,1028203
"13498";54;"";"";"Nowowiejska 18";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2012-11-23";"40034/12";"114/13";"2013-01-08";2012;11;"2012-11-01";33;17,0473739;51,1243119
"13499";55;"";"";"Nowowiejska 84 ";"bud.o trzech i wiêcej mieszkaniach";"remont i przebudowa piwnicy w budynku mieszkalnym wielorodzinnym";"remont";"2012-11-22";"39816/12";"115/13";"2013-01-08";2012;11;"2012-11-01";34;17,0576684;51,1194464
"13500";56;"";"";"Idzikowskiego Ludwika 26,A ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa pomieszczenia gospodarczego";"przebudowa";"2012-12-13";"42558/12";"116/13";"2013-01-08";2012;12;"2012-12-01";19;16,960401;51,128438
"13501";57;"";"";"Wysoka 8/10 ";"bud.biurowe";"przebudowa pomieszczeñ w budynku biurowo-administracyjnym";"przebudowa";"2012-11-28";"40516/12";"123/13";"2013-01-08";2012;11;"2012-11-01";30;17,0090063;51,1026165
"13502";58;"";"";"Skarbowców 6 ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"wykonanie przy³¹czy-wodoci¹gowego,kanaliz. sanitarnej i deszczowej dla stacji elektroenergetycznej";"przy³¹cze";"2012-12-31";"43881/12";"124/13";"2013-01-08";2012;12;"2012-12-01";7;16,999787;51,0790585
"13503";59;"";"";"Piwowarska 30 ";"bud.gara¿y";"umorzenie";"rozbudowa";"2012-11-29";"40561/12";"126/13";"2013-01-08";2012;11;"2012-11-01";29;16,910638;51,170079
